"name","longitude","latitude","prov","day","key"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1913-07-22,"477222779"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1913-07-21,"477222780"
"Firoloida desmarestia Lesueur, 1817",14.23,40.83,"gbif",1892-01-01,"3914242308"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",1876-03-03,"1057191045"
"Firoloida desmarestia Lesueur, 1817",-109.21715,10.3034,"gbif",NA,"3935070707"
"Firoloida desmarestia Lesueur, 1817",-55.939999,-34.349998,"gbif",NA,"1328190982"
"Firoloida desmarestia Lesueur, 1817",-61.01929,14.65485,"gbif",NA,"4050604618"
"Firoloida demarestia Lesueur, 1817",NA,NA,"gbif",NA,"4104108651"
"Firoloida desmarestia Lesueur, 1817",44.216666,-20.383333,"gbif",NA,"90168105"
"Firoloida demarestia Lesueur, 1817",0,0,"gbif",NA,"90168113"
"Firoloida desmarestia Lesueur, 1817",-109.21715,10.3034,"gbif",NA,"4050461149"
"Firoloida desmarestia Lesueur, 1817",-61.01929,14.65485,"gbif",NA,"3935095462"
"Firoloida desmarestia Lesueur, 1817",-61.01929,14.65485,"gbif",NA,"3847052828"
"Cyclostrema minutum Jeffreys, 1883",25,35.17,"gbif",NA,"1317312836"
"Cyclostrema minutum Jeffreys, 1883",25,35.17,"gbif",NA,"1318165149"
"Firoloida desmarestia Lesueur, 1817",9.81834,43.03715,"gbif",NA,"3024712387"
"Firoloida desmarestia Lesueur, 1817",9.81834,43.03715,"gbif",NA,"3025767126"
"Firoloida desmarestia Lesueur, 1817",-49.00222,-33.6525,"gbif",NA,"1569203439"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444455898"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2443715531"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2443715565"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444609123"
